code,name,definition,source,has_definition,num_synonyms
A28.0,Pasteurellosis,Pasteurellosis. Infections with bacteria of the genus PASTEURELLA.,MSH,True,4
A28.1,Cat-scratch disease,"Cat-scratch disease; Cat-scratch fever. A self-limiting bacterial infection of the regional lymph nodes caused by AFIPIA felis, a gram-negative bacterium recently identified by the Centers for Disease Control and Prevention and by BARTONELLA HENSELAE. It usually arises one or more weeks following a feline scratch, with raised inflammatory nodules at the site of the scratch being the primary symptom.",MSH,True,5
A28.2,Extraintestinal yersiniosis,Extraintestinal yersiniosis,ICD10_XML,False,4
A28.8,"Other specified zoonotic bacterial diseases, not elsewhere classified","Other specified zoonotic bacterial diseases, not elsewhere classified; Oth zoonotic bacterial diseases, not elsewhere classified",ICD10_XML,False,4
A28.9,"Zoonotic bacterial disease, unspecified","Zoonotic bacterial disease, unspecified. Bacterial infections that may be transmitted between non-human animals and HUMANS.",MSH,True,4
A30,Leprosy [Hansen disease],"Leprosy [Hansen's disease]; infection due to Mycobacterium leprae. A chronic granulomatous infection caused by MYCOBACTERIUM LEPRAE. The granulomatous lesions are manifested in the skin, the mucous membranes, and the peripheral nerves. Two polar or principal types are lepromatous and tuberculoid.",MSH,True,5
A30.0,Indeterminate leprosy,Indeterminate leprosy; I leprosy,ICD10_XML,False,5
A30.1,Tuberculoid leprosy,"Tuberculoid leprosy; TT leprosy. A principal or polar form of LEPROSY in which the skin lesions are few and are sharply demarcated. Peripheral nerve involvement is pronounced and may be severe. Unlike lepromatous leprosy (LEPROSY, LEPROMATOUS), the lepromin test is positive. Tuberculoid leprosy is rarely a source of infection to others.",MSH,True,5
A30.2,Borderline tuberculoid leprosy,Borderline tuberculoid leprosy; BT leprosy,ICD10_XML,False,5
A30.3,Borderline leprosy,Borderline leprosy; BB leprosy. A form of LEPROSY in which there are clinical manifestations of both principal types (lepromatous and tuberculoid). The disease may shift toward one of these two polar or principal forms.,MSH,True,5
A30.4,Borderline lepromatous leprosy,Borderline lepromatous leprosy; BL leprosy,ICD10_XML,False,5
A30.5,Lepromatous leprosy,"Lepromatous leprosy; LL leprosy. A chronic communicable infection which is a principal or polar form of LEPROSY. This disorder is caused by MYCOBACTERIUM LEPRAE and produces diffuse granulomatous skin lesions in the form of nodules, macules, or papules. The peripheral nerves are involved symmetrically and neural sequelae occur in the advanced stage.",MSH,True,5
A30.8,Other forms of leprosy,Other forms of leprosy,ICD10_XML,False,4
A30.9,"Leprosy, unspecified","Leprosy, unspecified. A chronic granulomatous infection caused by MYCOBACTERIUM LEPRAE. The granulomatous lesions are manifested in the skin, the mucous membranes, and the peripheral nerves. Two polar or principal types are lepromatous and tuberculoid.",MSH,True,4
A31,Infection due to other mycobacteria,Infection due to other mycobacteria,ICD10_XML,False,4
A31.0,Pulmonary mycobacterial infection,Infection due to Mycobacterium kansasii; Pulmonary mycobacterial infection; Infection due to Mycobacterium intracellulare [Battey bacillus]; Infection due to Mycobacterium avium,ICD10_XML,False,7
A31.1,Cutaneous mycobacterial infection,"Buruli ulcer; Infection due to Mycobacterium ulcerans; Cutaneous mycobacterial infection; Infection due to Mycobacterium marinum. A lesion in the skin and subcutaneous tissues due to infections by MYCOBACTERIUM ULCERANS. It was first reported in Uganda, Africa.",MSH,True,7
A31.8,Other mycobacterial infections,Other mycobacterial infections,ICD10_XML,False,4
A31.9,"Mycobacterial infection, unspecified","Mycobacteriosis NOS; Mycobacterial infection, unspecified; Atypical mycobacterial infection NOS. Infections with nontuberculous mycobacteria (atypical mycobacteria): M. kansasii, M. marinum, M. scrofulaceum, M. flavescens, M. gordonae, M. obuense, M. gilvum, M. duvali, M. szulgai, M. intracellulare (see MYCOBACTERIUM AVIUM COMPLEX;), M. xenopi (littorale), M. ulcerans, M. buruli, M. terrae, M. fortuitum (minetti, giae), M. chelonae, M. leprae.",MSH,True,6
A32,Listeriosis,Listeriosis; listerial foodborne infection. Infections with bacteria of the genus LISTERIA.,MSH,True,5
A32.0,Cutaneous listeriosis,Cutaneous listeriosis,ICD10_XML,False,4
A32.1,Listerial meningitis and meningoencephalitis,Listerial meningitis and meningoencephalitis,ICD10_XML,False,4
A32.7,Listerial sepsis,Listerial septicaemia; Listerial sepsis,ICD10_XML,False,4
A32.8,Other forms of listeriosis,Other forms of listeriosis,ICD10_XML,False,4
A32.9,"Listeriosis, unspecified","Listeriosis, unspecified. Infections with bacteria of the genus LISTERIA.",MSH,True,4
A33,Tetanus neonatorum,Tetanus neonatorum. A syndrome of generalized rigidity with muscle spasms and seizures in the neonatal period resulting from Clostridium tetani toxin production.,NCI,True,4
A34,Obstetrical tetanus,Obstetrical tetanus,ICD10_XML,False,4
A35,Other tetanus,"Tetanus NOS; Other tetanus. A disease caused by tetanospasmin, a powerful protein toxin produced by CLOSTRIDIUM TETANI. Tetanus usually occurs after an acute injury, such as a puncture wound or laceration. Generalized tetanus, the most common form, is characterized by tetanic muscular contractions and hyperreflexia. Localized tetanus presents itself as a mild condition with manifestations restricted to muscles near the wound. It may progress to the generalized form.",MSH,True,5
A36,Diphtheria,"Diphtheria. localized infection of mucous membranes or skin caused by toxigenic strains of Corynebacterium diphtheriae; it is characterized by the presence of a pseudomembrane at the site of infection; diphtheria toxin, produced by C. diphtheriae, can cause myocarditis, polyneuritis, and other systemic toxic effects.",CSP,True,4
A36.0,Pharyngeal diphtheria,Diphtheritic membranous angina; Pharyngeal diphtheria; Tonsillar diphtheria. Infection of the fauces by Corynebacterium diphtheriae.,NCI,True,6
A36.1,Nasopharyngeal diphtheria,Nasopharyngeal diphtheria. Infection of the nasopharynx by Corynebacterium diphtheriae.,NCI,True,4
A36.2,Laryngeal diphtheria,Laryngeal diphtheria; Diphtheritic laryngotracheitis. Infection of the larynx by Corynebacterium diphtheriae.,NCI,True,5
A36.3,Cutaneous diphtheria,"Cutaneous diphtheria. A usually mild form of diphtheria characterized by infection of the skin by corynebacterium diphtheria and the resulting formation of a chronic, shallow ulcer that is sometimes bordered or followed by a bulla.",NCI,True,4
A36.8,Other diphtheria,Other diphtheria,ICD10_XML,False,4
A36.9,"Diphtheria, unspecified","Diphtheria, unspecified. localized infection of mucous membranes or skin caused by toxigenic strains of Corynebacterium diphtheriae; it is characterized by the presence of a pseudomembrane at the site of infection; diphtheria toxin, produced by C. diphtheriae, can cause myocarditis, polyneuritis, and other systemic toxic effects.",CSP,True,4
A37,Whooping cough,Whooping cough. A type of cough characterized by a burst of numerous and rapid coughs followed by a long inhaling effort that is accompanied by a high-pitched whooping sound produced by the inhalation of air. [PMID:24219484],HPO,True,4
A37.0,Whooping cough due to Bordetella pertussis,Whooping cough due to Bordetella pertussis. A respiratory infection caused by BORDETELLA PERTUSSIS and characterized by paroxysmal coughing ending in a prolonged crowing intake of breath.,MSH,True,4
A37.1,Whooping cough due to Bordetella parapertussis,Whooping cough due to Bordetella parapertussis,ICD10_XML,False,4
A37.8,Whooping cough due to other Bordetella species,Whooping cough due to other Bordetella species,ICD10_XML,False,4
A37.9,"Whooping cough, unspecified","Whooping cough, unspecified; Whooping cough, unspecified species. A type of cough characterized by a burst of numerous and rapid coughs followed by a long inhaling effort that is accompanied by a high-pitched whooping sound produced by the inhalation of air. [PMID:24219484]",HPO,True,4
A38,Scarlet fever,Scarlet fever; scarlatina. Infection with group A streptococci that is characterized by tonsillitis and pharyngitis. An erythematous rash is commonly present.,MSH,True,5
A39,Meningococcal infection,Meningococcal infection. Infections with bacteria of the species NEISSERIA MENINGITIDIS.,MSH,True,4
A39.0,Meningococcal meningitis,"Meningococcal meningitis. A fulminant infection of the meninges and subarachnoid fluid by the bacterium NEISSERIA MENINGITIDIS, producing diffuse inflammation and peri-meningeal venous thromboses. Clinical manifestations include FEVER, nuchal rigidity, SEIZURES, severe HEADACHE, petechial rash, stupor, focal neurologic deficits, HYDROCEPHALUS, and COMA. The organism is usually transmitted via nasopharyngeal secretions and is a leading cause of meningitis in children and young adults. Organisms from Neisseria meningitidis serogroups A, B, C, Y, and W-135 have been reported to cause meningitis. (From Adams et al., Principles of Neurology, 6th ed, pp689-701; Curr Opin Pediatr 1998 Feb;10(1):13-8)",MSH,True,4
A39.1,Waterhouse-Friderichsen syndrome,Waterhouse-Friderichsen syndrome; Meningococcic adrenal syndrome; Meningococcal hemorrhagic adrenalitis,ICD10_XML,False,6
A39.2,Acute meningococcaemia,Acute meningococcemia; Acute meningococcaemia,ICD10_XML,False,4
A39.3,Chronic meningococcaemia,Chronic meningococcemia; Chronic meningococcaemia,ICD10_XML,False,4
A39.4,"Meningococcaemia, unspecified","Meningococcemia, unspecified; Meningococcaemia, unspecified",ICD10_XML,False,4
A39.5,Meningococcal heart disease,Meningococcal heart disease,ICD10_XML,False,4
A39.8,Other meningococcal infections,Other meningococcal infections,ICD10_XML,False,4
A39.9,"Meningococcal infection, unspecified","Meningococcal infection, unspecified; Meningococcal disease NOS. Infections with bacteria of the species NEISSERIA MENINGITIDIS.",MSH,True,5
A40,Streptococcal sepsis,Streptococcal sepsis; Streptococcal septicaemia,ICD10_XML,False,4
A40.0,"Sepsis due to streptococcus, group A","Septicaemia due to streptococcus, group A; Sepsis due to streptococcus, group A",ICD10_XML,False,4
A40.1,"Sepsis due to streptococcus, group B","Septicaemia due to streptococcus, group B; Sepsis due to streptococcus, group B",ICD10_XML,False,4
A40.2,"Sepsis due to streptococcus, group D and enterococcus","Septicaemia due to streptococcus, group D",ICD10_XML,False,2
A40.3,Sepsis due to Streptococcus pneumoniae,Pneumococcal sepsis; Septicaemia due to Streptococcus pneumoniae; Sepsis due to Streptococcus pneumoniae,ICD10_XML,False,5
A40.8,Other streptococcal sepsis,Other streptococcal septicaemia; Other streptococcal sepsis,ICD10_XML,False,4
A40.9,"Streptococcal sepsis, unspecified","Streptococcal septicaemia, unspecified; Streptococcal sepsis, unspecified",ICD10_XML,False,4
A41,Other sepsis,Other septicaemia; Other sepsis,ICD10_XML,False,4
A41.0,Sepsis due to Staphylococcus aureus,Septicaemia due to Staphylococcus aureus; Sepsis due to Staphylococcus aureus,ICD10_XML,False,4
A41.1,Sepsis due to other specified staphylococcus,Septicaemia due to other specified staphylococcus; Coagulase negative staphylococcus sepsis; Sepsis due to other specified staphylococcus,ICD10_XML,False,5
A41.2,Sepsis due to unspecified staphylococcus,Septicaemia due to unspecified staphylococcus; Sepsis due to unspecified staphylococcus,ICD10_XML,False,4
A41.3,Sepsis due to Haemophilus influenzae,Septicaemia due to Haemophilus influenzae; Sepsis due to Hemophilus influenzae,ICD10_XML,False,4
A41.4,Sepsis due to anaerobes,Septicaemia due to anaerobes; Sepsis due to anaerobes,ICD10_XML,False,4
A41.5,Sepsis due to other Gram-negative organisms,Septicaemia due to other Gram-negative organisms; Sepsis due to other Gram-negative organisms,ICD10_XML,False,4
A41.8,Other specified sepsis,Other specified septicaemia; Other specified sepsis,ICD10_XML,False,4
A41.9,"Sepsis, unspecified","Septicemia NOS; Septicaemia, unspecified; Sepsis, unspecified organism. Systemic disease associated with the presence of pathogenic microorganisms or their toxins in the blood.",MSH,True,5
A42,Actinomycosis,Actinomycosis. Infections with bacteria of the genus ACTINOMYCES.,MSH,True,4
A42.0,Pulmonary actinomycosis,Pulmonary actinomycosis,ICD10_XML,False,4
A42.1,Abdominal actinomycosis,Abdominal actinomycosis,ICD10_XML,False,4
A42.2,Cervicofacial actinomycosis,"Cervicofacial actinomycosis. A form of ACTINOMYCOSIS characterized by slow-growing inflammatory lesions of the lymph nodes that drain the mouth (lumpy jaw), reddening of the overlying skin, and intraperitoneal abscesses.",MSH,True,4
A42.7,Actinomycotic sepsis,Actinomycotic sepsis; Actinomycotic septicaemia,ICD10_XML,False,4
A42.8,Other forms of actinomycosis,Other forms of actinomycosis,ICD10_XML,False,4
A42.9,"Actinomycosis, unspecified","Actinomycosis, unspecified. Infections with bacteria of the genus ACTINOMYCES.",MSH,True,4
A43,Nocardiosis,Nocardiosis. Infections with bacteria of the genus NOCARDIA.,MSH,True,4
A43.0,Pulmonary nocardiosis,Pulmonary nocardiosis,ICD10_XML,False,4
A43.1,Cutaneous nocardiosis,Cutaneous nocardiosis,ICD10_XML,False,4
A43.8,Other forms of nocardiosis,Other forms of nocardiosis,ICD10_XML,False,4
A43.9,"Nocardiosis, unspecified","Nocardiosis, unspecified. Infections with bacteria of the genus NOCARDIA.",MSH,True,4
